Date,Open,High,Low,Close,Adj Close,Volume
2021-08-13,2598.035645,2818.354004,2588.844238,2816.268799,2816.268799,20233852743
2021-08-14,2816.735840,2822.284668,2724.999756,2768.168701,2768.168701,16836370604
2021-08-15,2768.874512,2814.614502,2643.001953,2806.906982,2806.906982,18794259773
2021-08-16,2805.989502,2826.254150,2666.365967,2679.892334,2679.892334,19595069317
2021-08-17,2673.839600,2795.017090,2560.536133,2574.723633,2574.723633,21785117096
2021-08-18,2572.262207,2671.026367,2526.223145,2580.630615,2580.630615,18405029308
2021-08-19,2579.807861,2726.749512,2537.716064,2725.850830,2725.850830,16740576749
2021-08-20,2725.388672,2824.486572,2721.006592,2809.225342,2809.225342,17850187384
2021-08-21,2809.222168,2827.520996,2744.178711,2758.043701,2758.043701,15486001754
2021-08-22,2758.166260,2797.925049,2686.164795,2771.749512,2771.749512,13664424421
2021-08-23,2771.101318,2876.768066,2766.740234,2826.264648,2826.264648,17464697821
2021-08-24,2831.031250,2861.246338,2685.156982,2699.319336,2699.319336,17128707386
2021-08-25,2700.862305,2760.303955,2625.703613,2739.362305,2739.362305,16056676764
2021-08-26,2742.617432,2761.550537,2600.300781,2637.787842,2637.787842,14808916490
2021-08-27,2634.453125,2782.305176,2608.272217,2772.776123,2772.776123,15675262704
2021-08-28,2776.594238,2784.853027,2727.676025,2750.566162,2750.566162,11622862934
2021-08-29,2752.573486,2783.487793,2678.026855,2735.094727,2735.094727,11269721533
2021-08-30,2735.255615,2835.892822,2669.771484,2733.308350,2733.308350,16366518500
2021-08-31,2736.177002,2932.062988,2708.144043,2907.468506,2907.468506,23099411258
2021-09-01,2904.953369,3240.188477,2869.870117,3238.466309,3238.466309,25394505842
2021-09-02,3230.189941,3226.133057,3145.891602,3192.718750,3192.718750,20538724608
2021-09-03,3189.768066,3383.274902,3125.017090,3317.280518,3317.280518,22062168396
2021-09-04,3315.003662,3341.553467,3229.630615,3271.619385,3271.619385,17509122062
2021-09-05,3270.359131,3348.947021,3230.098633,3325.186768,3325.186768,15457110659
2021-09-06,3324.671387,3343.065918,3261.098145,3308.563721,3308.563721,15728217096
2021-09-07,3307.003906,3320.818115,2585.342529,2892.815674,2892.815674,33037578348
2021-09-08,2894.490479,3011.176758,2727.960693,2959.074707,2959.074707,26853854537
2021-09-09,2921.197754,3011.875977,2875.916016,2898.501709,2898.501709,20396639816
2021-09-10,2897.000244,2971.575439,2672.598877,2719.149902,2719.149902,18928579708
2021-09-11,2717.053955,2832.510010,2716.074951,2767.973145,2767.973145,15766052733
2021-09-12,2767.984863,2930.643311,2738.206299,2887.009766,2887.009766,14231643880
2021-09-13,2884.755615,2901.586182,2644.896240,2782.069580,2782.069580,19239906668
2021-09-14,2782.750732,2905.449707,2772.186035,2905.449707,2905.449707,16204490949
2021-09-15,2907.184570,3058.901367,2851.312012,3058.901367,3058.901367,14847882327
2021-09-16,3057.032471,3110.239990,2965.668213,3035.557861,3035.557861,17079576478
2021-09-17,3034.090088,3051.031494,2862.582031,2898.477783,2898.477783,15114694704
2021-09-18,2897.525879,3019.646729,2875.752197,2926.869873,2926.869873,13640931753
2021-09-19,2927.952637,2940.773926,2802.411621,2838.550781,2838.550781,12155453505
2021-09-20,2838.740723,2851.057617,2510.776611,2523.243164,2523.243164,23340848195
2021-09-21,2538.862793,2643.251221,2282.164551,2358.145508,2358.145508,25936461010
2021-09-22,2357.103027,2628.448242,2339.422119,2633.503906,2633.503906,20314360318
2021-09-23,2633.594971,2701.981445,2598.925537,2687.821533,2687.821533,15771861937
2021-09-24,2687.002441,2690.019775,2343.555908,2501.306152,2501.306152,21838065915
2021-09-25,2500.636719,2533.250000,2405.244141,2496.195068,2496.195068,16154116306
2021-09-26,2496.858398,2658.001221,2341.774170,2612.250244,2612.250244,18061322437
2021-09-27,2615.297852,2698.163330,2507.484619,2508.720947,2508.720947,16385476702
2021-09-28,2504.295898,2540.424561,2390.337158,2402.243164,2402.243164,14457355691
2021-09-29,2403.955322,2526.234619,2403.504150,2459.429443,2459.429443,13588209552
2021-09-30,2458.925781,2630.745605,2448.769775,2593.489746,2593.489746,15259389840
2021-10-01,2593.014648,2872.062012,2573.140381,2852.795410,2852.795410,19240750901
2021-10-02,2853.963623,2988.488037,2811.835693,2925.400879,2925.400879,16562669195
2021-10-03,2924.601318,3004.514160,2887.817383,2945.148438,2945.148438,13368577478
2021-10-04,2945.508301,2954.116455,2824.780518,2909.780273,2909.780273,15277797332
2021-10-05,2911.239502,3053.698242,2902.819092,3034.289551,3034.289551,14343564507
2021-10-06,3032.609375,3140.172363,2904.216064,3098.686523,3098.686523,18913928341
2021-10-07,3095.443359,3159.199707,3010.636475,3103.917480,3103.917480,16514828370
2021-10-08,3103.794678,3174.716309,3065.074951,3080.438721,3080.438721,14021981627
2021-10-09,3077.187500,3135.834717,3063.912598,3090.442139,3090.442139,10982514130
2021-10-10,3089.840332,3114.234131,2952.915283,2962.098633,2962.098633,13982593515
2021-10-11,2956.802002,3129.672607,2926.202148,3068.681152,3068.681152,16081217547
2021-10-12,3069.653809,3069.653809,2953.596436,3028.951660,3028.951660,15705622452
2021-10-13,3029.107910,3110.829346,2955.422607,3109.652832,3109.652832,13979096419
2021-10-14,3108.581299,3294.507568,3095.919434,3266.493408,3266.493408,16775443408
2021-10-15,3270.065674,3358.129639,3220.630371,3329.942627,3329.942627,18075325366
2021-10-16,3332.556396,3415.995117,3281.020020,3302.137939,3302.137939,14291827039
2021-10-17,3301.686768,3374.998291,3157.718018,3317.462158,3317.462158,13717975824
2021-10-18,3318.001465,3354.470947,3177.625000,3227.937500,3227.937500,14970704042
2021-10-19,3226.562012,3339.417480,3217.341553,3333.178467,3333.178467,13752323648
2021-10-20,3333.247070,3575.232910,3291.678955,3566.610107,3566.610107,17454041139
2021-10-21,3571.520264,3751.111816,3464.811035,3487.694580,3487.694580,24276570344
2021-10-22,3488.867676,3580.283691,3362.130127,3409.624023,3409.624023,16689162590
2021-10-23,3410.632813,3583.287842,3387.681396,3583.287842,3583.287842,12696734921
2021-10-24,3583.453369,3595.369873,3407.593750,3512.072754,3512.072754,12868240821
2021-10-25,3509.085205,3650.261475,3496.900391,3633.342529,3633.342529,13778959208
2021-10-26,3632.878174,3697.831543,3542.065918,3562.369141,3562.369141,14795594841
2021-10-27,3563.292969,3705.048828,3388.561768,3388.561768,3388.561768,22605771187
2021-10-28,3383.869873,3675.207764,3369.065918,3669.927490,3669.927490,22220076483
2021-10-29,3671.098633,3859.210449,3655.846680,3818.623535,3818.623535,19866321226
2021-10-30,3818.188232,3829.091309,3678.279785,3741.557861,3741.557861,12641960926
2021-10-31,3739.044189,3801.067383,3616.929932,3710.560791,3710.560791,15141525515
2021-11-01,3710.684570,3782.487793,3602.739746,3728.265137,3728.265137,15505134995
2021-11-02,3726.432373,3972.515381,3697.701416,3959.537598,3959.537598,17958563757
2021-11-03,3963.757080,4018.012939,3858.028564,3966.604736,3966.604736,18269948737
2021-11-04,3964.439453,3966.698730,3833.123291,3926.591064,3926.591064,15936515729
2021-11-05,3926.677002,3956.800537,3844.296875,3883.687012,3883.687012,13059772272
2021-11-06,3880.574463,3922.429688,3752.734619,3914.278564,3914.278564,12491078550
2021-11-07,3916.357178,4016.295654,3905.104980,3994.159912,3994.159912,11705612308
2021-11-08,3993.377441,4162.051270,3993.377441,4152.465820,4152.465820,16646577370
2021-11-09,4150.726074,4170.480957,4070.346924,4084.034668,4084.034668,17969640564
2021-11-10,4082.563477,4215.735352,3907.301270,4036.508301,4036.508301,19805799719
2021-11-11,4035.881104,4167.829590,3989.359863,4132.170410,4132.170410,15665332648
2021-11-12,4126.861328,4203.559082,3940.077148,4078.274902,4078.274902,16005159523
2021-11-13,4077.928467,4108.858398,4004.056152,4064.594971,4064.594971,12633370443
2021-11-14,4062.124023,4098.134766,3944.459229,4043.553467,4043.553467,10639473303
2021-11-15,4044.193115,4163.439453,3999.925049,4009.418457,4009.418457,14318517421
2021-11-16,4020.832275,4300.855469,3648.262207,3724.737061,3724.737061,24220621975
2021-11-17,3722.568848,3799.359863,3630.666504,3788.363770,3788.363770,19600508286
2021-11-18,3788.547852,3832.242188,3481.444092,3518.988525,3518.988525,18808793019
2021-11-19,3514.659668,3819.691406,3503.158936,3808.157715,3808.157715,18274194297
2021-11-20,3808.196777,3928.721680,3729.250244,3907.053223,3907.053223,13686649699
2021-11-21,3909.059326,3918.181641,3774.091064,3786.753662,3786.753662,12500466368
2021-11-22,3783.894531,3815.158936,3590.311035,3636.850830,3636.850830,17570408532
2021-11-23,3637.938477,3898.234375,3620.305664,3859.659424,3859.659424,19680353046
2021-11-24,3859.012451,3892.460693,3726.671631,3784.599121,3784.599121,19492588264
2021-11-25,3812.638428,4059.794678,3792.285889,3813.626709,3813.626709,16687611316
2021-11-26,4034.398438,4059.469727,3487.478271,3560.872803,3560.872803,23217127880
2021-11-27,3571.552979,3699.366455,3563.173828,3619.179443,3619.179443,14589831843
2021-11-28,3623.363770,3806.333740,3524.707520,3802.931885,3802.931885,14127211265
2021-11-29,3805.139893,3952.334229,3796.319580,3936.273926,3936.273926,16901646948
2021-11-30,3938.631836,4180.578613,3848.972656,4087.775635,4087.775635,25265820523
2021-12-01,4080.891846,4222.056152,4001.263672,4052.449707,4052.449707,24414429801
2021-12-02,4051.869141,4082.855713,3929.908203,3990.188477,3990.188477,19018832988
2021-12-03,3992.889160,4110.220703,3625.840820,3730.352783,3730.352783,22872952343
2021-12-04,3736.589111,3749.814209,3115.909180,3641.142578,3641.142578,34010086696
2021-12-05,3641.179199,3753.689941,3570.990723,3713.937256,3713.937256,22587160064
2021-12-06,3714.536377,3877.118164,3477.093262,3862.822266,3862.822266,25017705044
2021-12-07,3862.688965,3931.533203,3784.207764,3827.800537,3827.800537,19840598176
2021-12-08,3824.795654,3932.427734,3756.161865,3913.293701,3913.293701,16487853778
2021-12-09,3907.711670,3951.635010,3611.739014,3647.899170,3647.899170,19742154560
2021-12-10,3642.385254,3743.111572,3443.712646,3453.191650,3453.191650,24751147371
2021-12-11,3454.226563,3619.021484,3398.023682,3609.128174,3609.128174,16905092988
2021-12-12,3609.445557,3688.093018,3528.368164,3655.332275,3655.332275,12428538484
2021-12-13,3657.017578,3664.568359,3259.514404,3353.786133,3353.786133,21269955427
2021-12-14,3352.541992,3434.108154,3280.142822,3327.033447,3327.033447,21173931666
2021-12-15,3430.795410,3618.802002,3255.235107,3559.070801,3559.070801,23392284305
2021-12-16,3560.865479,3635.596436,3490.979004,3496.110840,3496.110840,17492185178
2021-12-17,3493.060547,3525.456055,3283.452881,3451.455078,3451.455078,20590067922
2021-12-18,3452.171143,3553.230713,3358.154297,3523.897949,3523.897949,17376247454
2021-12-19,3523.908936,3575.320068,3464.768555,3488.903076,3488.903076,14380242886
2021-12-20,3489.884033,3539.406250,3329.327393,3488.238281,3488.238281,19144118463
2021-12-21,3492.334473,3596.777344,3472.204102,3561.701172,3561.701172,14519243815
2021-12-22,3560.315430,3612.931641,3493.366211,3515.755859,3515.755859,12291379331
2021-12-23,3515.634033,3660.267090,3440.478516,3627.940430,3627.940430,15902889711
2021-12-24,3630.880859,3652.197754,3558.457764,3575.166260,3575.166260,11277622531
2021-12-25,3576.755371,3655.168213,3557.453125,3615.173340,3615.173340,9622241892
2021-12-26,3615.942383,3625.544922,3544.292725,3591.950928,3591.950928,9888543865
2021-12-27,3589.671143,3643.069580,3560.480713,3563.713135,3563.713135,10083631385
2021-12-28,3563.704590,3563.704590,3335.726074,3359.696777,3359.696777,15291401898
2021-12-29,3356.641357,3384.866211,3182.298828,3194.185547,3194.185547,13840518591
2021-12-30,3197.432129,3328.605225,3167.706299,3280.010986,3280.010986,11415474117
2021-12-31,3279.638428,3359.883057,3195.095703,3237.778320,3237.778320,12447113522
2022-01-01,3238.142334,3314.519287,3237.473877,3314.324951,3314.324951,8595247090
2022-01-02,3313.974609,3372.761230,3277.100098,3367.267578,3367.267578,8688600065
2022-01-03,3367.241943,3386.769043,3273.615479,3328.035400,3328.035400,10688963553
2022-01-04,3328.018799,3433.730469,3293.105713,3362.577637,3362.577637,12435258926
2022-01-05,3362.765869,3396.484619,3056.257324,3138.971680,3138.971680,15968408657
2022-01-06,3138.372314,3138.372314,2950.220703,3025.773193,3025.773193,21503430737
2022-01-07,3025.268555,3027.591064,2748.938232,2810.405273,2810.405273,21557792511
2022-01-08,2810.662354,2852.128906,2658.991455,2721.566650,2721.566650,14116476474
2022-01-09,2721.323486,2824.496338,2707.429443,2781.274902,2781.274902,10864105849
2022-01-10,2781.115479,2803.176025,2609.351318,2721.197754,2721.197754,17242599425
2022-01-11,2721.103271,2859.771973,2700.917969,2848.936035,2848.936035,13383244201
2022-01-12,2849.233643,2971.523438,2831.699219,2947.684326,2947.684326,14564982818
2022-01-13,2947.550293,2959.348389,2835.197998,2835.210205,2835.210205,13349499587
2022-01-14,2835.524658,2917.564697,2797.274658,2899.617432,2899.617432,11881381104
2022-01-15,2899.479736,2947.392334,2872.171387,2917.601563,2917.601563,8427282732
2022-01-16,2917.475830,2957.784912,2883.465820,2937.954346,2937.954346,8334423460
2022-01-17,2937.976563,2942.214600,2767.190186,2815.292969,2815.292969,10818664047
2022-01-18,2815.277832,2834.245361,2734.960693,2792.796387,2792.796387,11496056140
2022-01-19,2792.642090,2800.646484,2695.681152,2729.211914,2729.211914,11625743002
2022-01-20,2728.723389,2877.120850,2652.523682,2652.710938,2652.710938,9410005652
2022-01-21,2654.334717,2679.500732,2200.853271,2254.727295,2254.727295,23619993417
2022-01-22,2257.560059,2305.249023,2054.031494,2120.083008,2120.083008,24125425590
2022-01-23,2121.619629,2240.315918,2099.286621,2235.252930,2235.252930,14532438006
2022-01-24,2236.004150,2237.165771,1922.960083,2155.067871,2155.067871,24921707922
2022-01-25,2155.104248,2211.998291,2086.111572,2172.775391,2172.775391,14314313370
2022-01-26,2172.460693,2398.147217,2151.213379,2195.562256,2195.562256,18886148578
2022-01-27,2194.813232,2251.973145,2089.478516,2174.168701,2174.168701,14470393399
2022-01-28,2172.953369,2286.022461,2127.439453,2284.509766,2284.509766,13154271307
2022-01-29,2284.060059,2356.726563,2266.479736,2329.348633,2329.348633,10020323549
2022-01-30,2330.676270,2361.065430,2288.722412,2334.466064,2334.466064,8519517000
2022-01-31,2334.283691,2401.788330,2230.124023,2393.995605,2393.995605,12269945049
2022-02-01,2393.657227,2492.850098,2388.893555,2476.786621,2476.786621,11704673081
2022-02-02,2476.646240,2475.729248,2326.407227,2374.280273,2374.280273,12280290680
2022-02-03,2373.724365,2401.149414,2264.183594,2342.839111,2342.839111,11154268248
2022-02-04,2344.496338,2605.945557,2336.869141,2605.945557,2605.945557,16583953860
2022-02-05,2606.695801,2667.559814,2591.266602,2633.075195,2633.075195,11443722619
2022-02-06,2633.347168,2672.370850,2590.086670,2669.216309,2669.216309,8263956792
2022-02-07,2669.169189,2783.894531,2623.711426,2746.519287,2746.519287,13282233748
2022-02-08,2746.989502,2820.264404,2660.747070,2734.190430,2734.190430,15004540938
2022-02-09,2732.941650,2856.527344,2680.632813,2836.381104,2836.381104,12215389029
2022-02-10,2836.955566,2860.327637,2689.193848,2696.831543,2696.831543,16325222700
2022-02-11,2696.770996,2746.448975,2544.893799,2578.966553,2578.966553,14134338340
2022-02-12,2578.968994,2625.551270,2528.723633,2570.295654,2570.295654,9915470070
2022-02-13,2569.790771,2597.091309,2506.892090,2537.263428,2537.263428,7967788418
2022-02-14,2534.380859,2614.905029,2500.599609,2594.594727,2594.594727,10759266611
2022-02-15,2594.815918,2804.803223,2579.447021,2800.412842,2800.412842,12259992407
2022-02-16,2800.914551,2801.945068,2687.148682,2750.238525,2750.238525,10861224280
2022-02-17,2749.384033,2772.812256,2518.821777,2535.738770,2535.738770,13957171791
2022-02-18,2538.254395,2582.102783,2437.600342,2460.443604,2460.443604,13909290717
2022-02-19,2459.688965,2496.320801,2391.243408,2440.989258,2440.989258,8632871348
2022-02-20,2441.038330,2441.038330,2284.707031,2322.729004,2322.729004,10286618940
2022-02-21,2321.860352,2418.665039,2271.664795,2275.871338,2275.871338,16487886316
2022-02-22,2275.059814,2337.557617,2220.728027,2329.746338,2329.746338,14441378030
2022-02-23,2329.876709,2416.817871,2289.441406,2291.175781,2291.175781,11836956021
2022-02-24,2289.235596,2398.342773,2051.976318,2321.591309,2321.591309,26193040408
2022-02-25,2321.921143,2503.081055,2307.797852,2452.134766,2452.134766,15264244490
2022-02-26,2452.537354,2527.877930,2434.814697,2467.274658,2467.274658,10401568683
2022-02-27,2466.735596,2511.644287,2317.335693,2345.002441,2345.002441,14445714348
2022-02-28,2344.439209,2610.910400,2316.643311,2603.092529,2603.092529,17179873150
2022-03-01,2603.604980,2716.282471,2567.195557,2670.120850,2670.120850,16849401677
2022-03-02,2670.109131,2722.371338,2623.390869,2654.782227,2654.782227,14971035736
2022-03-03,2654.816406,2670.560059,2534.248291,2561.444580,2561.444580,11830216097
2022-03-04,2561.912842,2562.083740,2366.557861,2394.415039,2394.415039,13263133538
2022-03-05,2395.620605,2451.089355,2375.965332,2438.701660,2438.701660,7387371431
2022-03-06,2438.804443,2446.760254,2349.742676,2349.742676,2349.742676,8160041809
2022-03-07,2349.981934,2416.802002,2262.935303,2298.638916,2298.638916,13430598804
2022-03-08,2298.593018,2391.236572,2292.614014,2364.462158,2364.462158,12775882900
2022-03-09,2364.845703,2518.291748,2361.575684,2465.147461,2465.147461,12799613580
2022-03-10,2464.545166,2464.545166,2319.723145,2368.094971,2368.094971,12069502847
2022-03-11,2368.297119,2418.143066,2305.473877,2345.209961,2345.209961,11345441471
2022-03-12,2345.299316,2388.159912,2344.810303,2359.128906,2359.128906,5985884243
2022-03-13,2357.968750,2377.266602,2291.580811,2304.254883,2304.254883,7896294987
2022-03-14,2303.835693,2371.163330,2293.180664,2367.468750,2367.468750,10275525213
2022-03-15,2367.443848,2430.131836,2287.787354,2389.115234,2389.115234,11727064766
2022-03-16,2389.004883,2520.275879,2380.607422,2515.069336,2515.069336,16254271603
2022-03-17,2514.986328,2546.896240,2493.904541,2536.099365,2536.099365,11429043382
2022-03-18,2535.721191,2690.108643,2502.894775,2661.806641,2661.806641,14306903686
2022-03-19,2661.245117,2693.115479,2630.590820,2662.632813,2662.632813,10462043321
2022-03-20,2662.895264,2672.310303,2554.049316,2590.363037,2590.363037,11486984633
2022-03-21,2590.040771,2674.340576,2568.673340,2630.493408,2630.493408,13802591583
2022-03-22,2630.309570,2766.900391,2627.925781,2695.607178,2695.607178,15259509376
2022-03-23,2695.619873,2760.474609,2659.799316,2754.082031,2754.082031,14545854451
2022-03-24,2754.076416,2837.954346,2743.554688,2823.304443,2823.304443,16414901737
2022-03-25,2823.656006,2893.581055,2809.835938,2828.468750,2828.468750,15505422213
2022-03-26,2828.226807,2864.788086,2814.952393,2861.468506,2861.468506,8080862655
2022-03-27,2862.029785,2997.369873,2849.468506,2997.369873,2997.369873,12231299712
2022-03-28,2998.048096,3118.209717,2987.029785,3035.676758,3035.676758,18760527352
2022-03-29,3034.208984,3125.586426,3034.208984,3067.300293,3067.300293,17611635257
2022-03-30,3066.884033,3079.747803,3016.031494,3032.952637,3032.952637,13710372183
2022-03-31,3033.070313,3093.511719,2955.911621,2963.566406,2963.566406,15971311331
2022-04-01,2964.409180,3140.475342,2913.656250,3122.189697,3122.189697,18991703287
2022-04-02,3122.403809,3188.125488,3115.354248,3119.112061,3119.112061,21341380567
2022-04-03,3118.886719,3236.492676,3097.564209,3189.249268,3189.249268,13881819641
2022-04-04,3188.825195,3221.226807,3120.272949,3208.389404,3208.389404,16592068561
2022-04-05,3208.388184,3235.625244,3127.267334,3128.408936,3128.408936,15295937544
2022-04-06,3128.298584,3128.298584,2909.942139,2910.388916,2910.388916,23520799251
2022-04-07,2910.852783,2989.378662,2891.831299,2975.909180,2975.909180,15412571821
2022-04-08,2975.907227,3038.753418,2922.944824,2934.834473,2934.834473,16142180627
2022-04-09,2934.744141,2999.091309,2930.600586,2999.048096,2999.048096,9109647122
2022-04-10,2998.473633,3036.823975,2950.925293,2950.925293,2950.925293,9579929578
2022-04-11,2948.821289,2950.795654,2722.032471,2740.696045,2740.696045,20126712391
2022-04-12,2741.034668,2826.301758,2720.275391,2799.128418,2799.128418,18691520578
2022-04-13,2798.667969,2867.592041,2779.182617,2862.116211,2862.116211,14766515928
2022-04-14,2861.636475,2879.772949,2758.325684,2790.517090,2790.517090,14619624873
2022-04-15,2790.725098,2817.905029,2776.531250,2812.564941,2812.564941,10411355802
2022-04-16,2812.756104,2843.984375,2789.908936,2832.352295,2832.352295,8108391783
2022-04-17,2831.956055,2844.806641,2764.178223,2768.209473,2768.209473,9675952924
2022-04-18,2768.283936,2839.743896,2680.900635,2836.202393,2836.202393,17280409170
2022-04-19,2836.168457,2897.900146,2812.086426,2875.371094,2875.371094,13112905182
2022-04-20,2875.212158,2916.149658,2808.830811,2836.684570,2836.684570,14329630663
2022-04-21,2836.761475,2915.709961,2734.503174,2757.319092,2757.319092,19182381668
2022-04-22,2756.819092,2799.678223,2728.078613,2748.604248,2748.604248,15558792637
2022-04-23,2748.573242,2758.326416,2713.287354,2723.831543,2723.831543,8452037803
2022-04-24,2723.120605,2734.166748,2700.996582,2703.843262,2703.843262,8970614619
2022-04-25,2704.081543,2818.255371,2611.795410,2809.097412,2809.097412,20846293724
2022-04-26,2808.679932,2821.956543,2617.517578,2638.635010,2638.635010,17901016076
2022-04-27,2638.961670,2760.264648,2633.873779,2737.246582,2737.246582,16504684532
2022-04-28,2737.170654,2829.927979,2722.236084,2796.114746,2796.114746,17559157627
2022-04-29,2795.958008,2799.331543,2638.366455,2670.412598,2670.412598,17803093878
2022-04-30,2670.347656,2690.543701,2586.764893,2589.402100,2589.402100,12823720979
2022-05-01,2589.219238,2692.687012,2587.402832,2684.165527,2684.165527,14554149448
2022-05-02,2684.030518,2734.287354,2654.372314,2718.791748,2718.791748,17706945763
2022-05-03,2718.546143,2719.287354,2624.402100,2644.522217,2644.522217,12375817619
2022-05-04,2644.194580,2789.713867,2639.987549,2768.699463,2768.699463,17123334301
2022-05-05,2768.305664,2776.983154,2567.971680,2608.436768,2608.436768,21483471428
2022-05-06,2608.169678,2617.175781,2502.838867,2554.894531,2554.894531,19934584660
2022-05-07,2554.906250,2556.480713,2464.400146,2499.068848,2499.068848,12674341381
2022-05-08,2499.096191,2501.664063,2370.427979,2390.242676,2390.242676,19751048026
2022-05-09,2391.238037,2403.478516,2120.092041,2125.672852,2125.672852,34395753179
2022-05-10,2123.040771,2320.823486,2089.052979,2225.735352,2225.735352,36282214920
2022-05-11,2225.016846,2313.733154,1920.234497,1971.188721,1971.188721,43515512641
2022-05-12,1971.565308,2061.724609,1671.830566,1890.164185,1890.164185,40914970443
2022-05-13,1888.642700,2058.374268,1870.895752,1934.727905,1934.727905,23834371787
2022-05-14,1934.595703,1981.800659,1879.170898,1974.927734,1974.927734,14845563931
2022-05-15,1974.840576,2063.915527,1928.719849,2063.517578,2063.517578,14277423767
2022-05-16,2063.642578,2063.642578,1907.753784,1937.635864,1937.635864,20556813209
2022-05-17,1937.785767,2007.007568,1914.880615,1981.628540,1981.628540,17546709597
2022-05-18,1981.676514,1990.482910,1830.061523,1830.061523,1830.061523,16939428763
2022-05-19,1829.577881,1915.599609,1818.712158,1907.725342,1907.725342,17707554926
2022-05-20,1907.407715,1944.593140,1828.788086,1856.304810,1856.304810,15041582895
2022-05-21,1856.023071,1879.095825,1840.167236,1868.800659,1868.800659,8089216987
2022-05-22,1868.944824,1935.795532,1860.775146,1933.143311,1933.143311,10351932967
2022-05-23,1932.362427,1952.473999,1838.797485,1845.964233,1845.964233,15382736241
2022-05-24,1846.159790,1866.632324,1790.526978,1843.842041,1843.842041,12165465147
2022-05-25,1843.557129,1881.205566,1826.528564,1819.812378,1819.812378,12505459366
